site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
Euthal,Switzerland,103.08 km,Sep Jun Aug,274,0,1,1,24,Sep:4 Jun:3 Aug:2 Oct:2 Mar:1 Apr:1 Jul:1 May:0 Feb:0 Nov:0 Dec:0,16,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.82275%2047.09382&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.82275,47.09382
Rorschacherberg,Switzerland,38.47 km,Jun May Apr Jul Aug Sep Mar Oct Feb,272,0,0,0,3,Jun:3 May:3 Apr:3 Jul:2 Mar:1 Aug:1 Oct:0 Sep:0 Dec:0 Feb:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.5015%2047.45353&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.5015,47.45353
Parpaner Rot...,Switzerland,82.38 km,Aug Oct Sep Feb Dec Jan Apr Mar,268,0,0,7,81,Aug:3 Sep:3 Oct:2 Feb:2 Jan:1 Mar:1 Dec:1 Apr:0 Jul:0 Nov:0 Jun:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.60168%2046.74188&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.60168,46.74188
Ladir,Switzerland,212.73 km,Apr May Mar,267,1,11,36,68,Apr:5 Mar:2 May:1 Feb:1 Nov:1 Jan:0 Dec:0 Oct:0 Jun:0 Jul:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.20383%2046.79183&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.20383,46.79183
Rinderberg,Switzerland,89.08 km,Mar Jul Aug Sep Jun Apr,267,0,0,6,68,Mar:5 Aug:4 Sep:3 Jul:2 Dec:2 Feb:1 Oct:1 Jun:0 Jan:0 Apr:0,19,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.35705%2046.50887&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.35705,46.50887
Veysonnaz,Switzerland,74.71 km,Jun Apr Jul May,263,0,0,6,122,Apr:3 Jul:3 Jun:3 May:2 Aug:1 Mar:0 Sep:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.34575%2046.1874&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.34575,46.1874
Chrienseregg,Switzerland,170.25 km,May Jun Apr Aug Jul Mar,262,0,4,35,113,Jun:3 May:3 Apr:3 Jul:2 Aug:2 Mar:1 Sep:0 Feb:0 Jan:0 Nov:0,16,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.2601%2047.01778&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.2601,47.01778
Planachaux,Switzerland,194.2 km,Mar Jul Jun Apr Aug,257,0,8,31,118,Mar:3 Jul:2 Jun:2 Apr:1 Feb:1 Aug:1 Dec:0 Sep:0 Jan:0 May:0 Oct:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.83762%2046.17592&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.83762,46.17592
Kistleralp,Switzerland,51.57 km,May Jun Jul,257,0,0,9,66,Aug:3 Jun:2 May:2 Jul:1 Sep:0 Apr:0 Mar:0 Feb:0 Jan:0 Oct:0 Dec:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.959908%2047.156155&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.959908,47.156155
Stanserhorn,Switzerland,160.61 km,May Jun Jul Aug Apr,256,0,19,55,107,Jul:5 Jun:4 Aug:2 Sep:1 Oct:1 May:1 Apr:0 Nov:0,14,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.3411%2046.92973&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.3411,46.92973
Scalottas,Switzerland,207.45 km,Aug Jun Jul,255,1,20,68,162,Jul:3 Aug:2 Jun:2 Sep:2 Oct:1 Mar:0 Feb:0 Jan:0 Dec:0 Apr:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.50958%2046.72037&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.50958,46.72037
Bonistock,Switzerland,109.1 km,Mar,246,0,2,17,144,Mar:4 Jul:2 Apr:2 Jun:1 Feb:1 Aug:1 Dec:1 Jan:0 Sep:0 Oct:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.2903%2046.778017&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.2903,46.778017
Parusciana,Switzerland,74.56 km,Aug Jul Jun Sep Apr Mar May,245,0,0,2,11,Aug:3 Sep:2 Apr:2 Jun:1 Mar:1 Jul:1 Dec:1 May:1 Nov:1 Feb:0 Oct:0 Jan:0,16,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.053967%2046.241183&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.053967,46.241183
Ollon,Switzerland,58.88 km,May Apr Mar,235,0,0,3,37,May:2 Apr:2 Mar:1 Jul:1 Jun:1 Sep:1 Dec:0 Nov:0 Aug:0 Oct:0 Feb:0 Jan:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.0237%2046.29693&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.0237,46.29693
Buochserhorn,Switzerland,104.94 km,Sep Jul Aug Nov May Jun Jan Oct Dec Apr Mar Feb,228,0,1,1,10,Sep:3 May:3 Jun:3 Aug:2 Jul:1 Oct:1 Dec:1 Nov:1 Apr:1 Mar:0 Jan:0 Feb:0,20,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.42787%2046.94475&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.42787,46.94475
Graitery,Switzerland,142.56 km,Jul Jun Aug May Apr,225,0,4,23,103,Jul:3 Jun:3 Aug:2 May:2 Apr:1 Mar:1 Sep:0 Feb:0 Dec:0 Jan:0,14,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.37388%2047.25833&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.37388,47.25833
Plaffeien,Switzerland,92.34 km,Apr,222,0,0,40,158,Apr:4 Jun:2 May:2 Jul:2 Aug:1 Mar:1 Sep:1,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.33033%2046.73233&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.33033,46.73233
Rothorn,Switzerland,327.55 km,Apr Aug Jul Mar Sep,220,10,43,70,105,Mar:3 Aug:3 Apr:2 Sep:1 Jul:1 Dec:1 Feb:0 Jan:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.7997%2046.02078&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.7997,46.02078
Crans-Montana,Switzerland,245.43 km,May,216,1,17,52,102,May:5 Jun:4 Apr:1 Oct:0 Nov:0 Aug:0 Dec:0 Sep:0 Jul:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.53635%2046.34088&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.53635,46.34088
Falkenflue,Switzerland,127.07 km,Apr,212,0,5,45,116,Apr:3 Aug:2 Jul:1 Mar:1 May:1 Jun:1 Feb:0 Sep:0 Oct:0 Nov:0 Jan:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.63545%2046.82475&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.63545,46.82475
Pany,Switzerland,252.47 km,Apr Mar,206,7,57,136,177,Mar:3 Apr:2 May:1 Feb:0 Jun:0 Nov:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.77625%2046.93838&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.77625,46.93838
Rigi Scheidegg,Switzerland,60.56 km,May Jul,203,0,0,4,60,May:2 Jun:1 Mar:1 Jul:1 Apr:1 Aug:1 Sep:0 Jan:0 Dec:0 Nov:0 Oct:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.520178%2047.027637&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.520178,47.027637
Chaumont,Switzerland,93.45 km,Jul Apr Aug Jun Sep May Mar Jan Feb,201,0,0,6,85,Apr:2 Aug:1 Jun:1 Jul:1 May:1 Sep:1 Mar:0 Oct:0 Nov:0 Jan:0 Feb:0 Dec:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.977583%2047.053467&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.977583,47.053467
Anzère,Switzerland,172.76 km,Aug Mar Jun Jul Sep Apr,196,0,20,69,130,Jul:2 Jun:2 Sep:1 Aug:1 Mar:1 Oct:0 Apr:0 May:0 Feb:0 Dec:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.3866%2046.31252&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.3866,46.31252
Bölchen,Switzerland,242.81 km,May Mar Apr Jul Jun Sep Oct Feb Jan Aug,195,3,9,13,24,Mar:2 May:2 Sep:1 Oct:1 Apr:1 Feb:1 Jul:1 Nov:1 Aug:0 Jun:0 Jan:0 Dec:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.80235%2047.36577&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.80235,47.36577
Fürenalp,Switzerland,52.44 km,Jun Aug May Apr Sep Jul Oct Mar Nov,195,0,0,1,46,Jun:2 Aug:2 Sep:2 Jul:1 May:1 Oct:0 Apr:0 Mar:0 Dec:0 Nov:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.46547%2046.80535&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.46547,46.80535
Saint-Cergue,Switzerland,180.72 km,Jun Mar Jul Apr May Sep,194,0,7,41,98,Jun:1 Apr:1 Mar:1 May:1 Aug:1 Jul:0 Sep:0 Oct:0 Feb:0 Nov:0 Dec:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.17582%2046.44502&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.17582,46.44502
Savognin,Switzerland,122.47 km,Jul Aug Sep Jun,190,0,1,3,20,Jul:5 Aug:2 Sep:2 Oct:1 Jun:0 Dec:0 Feb:0 Jan:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.54887%2046.58748&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.54887,46.58748
Hirzli,Switzerland,83.64 km,Jul Jun Aug Sep May Oct Apr,189,0,0,12,61,Sep:2 Aug:2 Jul:2 Jun:2 Oct:1 May:1 Apr:1 Mar:0 Dec:0 Nov:0 Jan:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.0071%2047.13422&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.0071,47.13422
Präzer Alp,Switzerland,405.34 km,Jun May,188,2,22,36,91,Jun:3 May:3 Apr:0 Oct:0 Aug:0 Nov:0 Sep:0 Jul:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.38165%2046.74185&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.38165,46.74185
Altwis,Switzerland,77.98 km,Jun May Aug Jul Apr,183,0,0,17,98,Jun:2 May:2 Jul:1 Apr:1 Sep:1 Aug:0 Oct:0 Mar:0 Nov:0 Feb:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.067817%2047.210733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.067817,47.210733
Hitzeggen,Switzerland,106.53 km,Jul,182,0,1,17,44,Mar:2 Feb:1 Jul:1 Aug:0 Jan:0 Dec:0 Jun:0 Sep:0 Oct:0 Apr:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.14425%2046.73145&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.14425,46.73145
Laupersdörf...,Switzerland,154.02 km,Apr Aug Jul May Jun,181,0,16,68,121,Apr:1 Sep:1 May:1 Jun:0 Oct:0 Aug:0 Mar:0 Jul:0 Dec:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.64667%2047.33063&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.64667,47.33063
Jungfrau,Switzerland,187.25 km,Jul Jun Sep Aug Oct Dec Jan Nov Apr Feb,180,0,2,6,76,Sep:1 Jun:1 Oct:1 Apr:0 Nov:0 Jul:0 Aug:0 Dec:0 Jan:0 Feb:0 May:0 Mar:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.979817%2046.548075&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.979817,46.548075
Riggisalp,Switzerland,72.79 km,Jun Aug Jul May Jan Sep Mar,179,0,0,11,32,Jun:2 Jul:2 Aug:1 May:1 Jan:1 Sep:0 Mar:0 Oct:0 Dec:0 Feb:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.29368%2046.65963&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.29368,46.65963
Mervelier,Switzerland,22.5 km,Apr Jun Aug Mar Jul Oct Sep May Nov Feb,179,0,0,0,2,Aug:1 Jul:1 Apr:1 Sep:1 Oct:1 Jun:1 Mar:0 May:0 Nov:0 Feb:0 Jan:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.5117%2047.34887&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.5117,47.34887
Bergün,Switzerland,79.78 km,Feb Mar Dec Jan,176,0,0,1,5,Feb:4 Dec:3 Mar:2 Jan:2 Aug:1 Jul:0 Jun:0 Apr:0 Oct:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.77922%2046.62422&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.77922,46.62422
Stelserberg,Switzerland,171.57 km,Apr,176,0,27,66,121,Apr:2 May:1 Mar:0 Jun:0 Oct:0 Dec:0 Aug:0 Feb:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.73308%2046.96433&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.73308,46.96433
Schönhalde,Switzerland,42.91 km,Jun May,175,0,0,0,17,Jun:2 May:1 Jul:1 Aug:1 Sep:0 Oct:0 Mar:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.3341%2047.06008&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.3341,47.06008
Hasenmatt,Switzerland,182.67 km,Apr Sep Jun May Aug Jul Mar,173,0,11,48,98,Apr:2 May:1 Sep:1 Aug:1 Jul:1 Jun:1 Mar:1 Oct:0 Dec:0 Nov:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.451402%2047.242163&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.451402,47.242163
Musenalp,Switzerland,45.95 km,Jul Aug Sep Jun Oct May,169,0,0,0,16,Jul:3 Aug:3 Sep:2 Oct:2 Jun:1 May:0 Apr:0 Mar:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.43805%2046.93088&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.43805,46.93088
Torgon,Switzerland,115.29 km,Apr May,168,0,1,4,30,May:2 Jun:1 Apr:1 Nov:1 Dec:1 Aug:0 Jul:0 Mar:0 Sep:0 Oct:0 Feb:0 Jan:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.88003%2046.31953&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.88003,46.31953
Grimer,Switzerland,84.18 km,Jul May Aug Jun Apr Sep,162,0,0,2,39,Aug:2 Jul:2 Jun:2 Sep:1 May:1 Apr:1 Oct:0 Dec:0 Mar:0 Nov:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.68572%2046.55317&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.68572,46.55317
Arosa Weisshorn,Switzerland,105.37 km,Mar Feb,160,0,2,2,8,Mar:4 Feb:3 Jan:2 Dec:1 Apr:0 Aug:0 Oct:0 Sep:0 Jul:0 Nov:0 Jun:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.65235%2046.79218&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.65235,46.79218
Grand Chamos...,Switzerland,106.26 km,Jul Aug Jun,158,0,1,19,78,Jul:2 Aug:2 Jun:1 May:0 Sep:0 Mar:0 Feb:0 Apr:0 Nov:0 Dec:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.061933%2046.326433&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.061933,46.326433
Brigels,Switzerland,207.93 km,May Mar,155,1,26,58,106,Mar:1 Aug:0 May:0 Feb:0 Jun:0 Sep:0 Jan:0 Apr:0 Oct:0 Jul:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.060067%2046.807217&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.060067,46.807217
Tannmatt,Switzerland,366.95 km,Apr,154,4,29,79,125,Apr:1 May:0 Mar:0 Jul:0 Aug:0 Jun:0 Sep:0 Feb:0 Nov:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.56607%2047.30982&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.56607,47.30982
Glacier 3000,Switzerland,250.15 km,Aug Apr Jul Jun Nov May Mar Oct Sep,153,4,9,44,102,Dec:1 Aug:1 Nov:1 Jun:1 Apr:1 Jul:1 Sep:0 May:0 Mar:0 Oct:0 Feb:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.20633%2046.325&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.20633,46.325
Burst,Switzerland,90.88 km,May Apr Jun,152,0,0,14,55,May:2 Apr:2 Mar:1 Jun:1 Aug:0 Jul:0 Feb:0 Nov:0 Oct:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.30263%2047.2095&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.30263,47.2095
Turnen,Switzerland,44.67 km,Oct,147,0,0,0,5,Oct:2 Nov:2 Dec:1 Sep:1 Jul:0 Aug:0 Jun:0 Feb:0 Jan:0 May:0 Mar:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.4886%2046.62748&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.4886,46.62748
Corvatsch,Switzerland,62.41 km,Jul Aug,142,0,0,5,14,Jul:3 Aug:1 Oct:1 Dec:1 Sep:1 Jun:0 Nov:0 Apr:0 Mar:0 Feb:0 Jan:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.82207%2046.43638&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.82207,46.43638
Gnipen,Switzerland,97.37 km,Jun Jul May Aug Oct Sep Mar Dec Apr Feb Jan Nov,141,0,0,3,20,Aug:1 Oct:1 Jul:1 Jun:1 Sep:1 May:0 Apr:0 Dec:0 Feb:0 Mar:0 Nov:0 Jan:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.56032%2047.08113&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.56032,47.08113
Sorebois,Switzerland,140.43 km,Jul Aug,140,0,2,11,33,Jul:4 Aug:3 Jun:0 Apr:0 Sep:0 Oct:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.601583%2046.1396&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.601583,46.1396
Rochers de Naye,Switzerland,138.19 km,May Apr Jun Jul Aug Sep Oct,139,0,5,42,74,May:2 Aug:1 Jun:1 Jul:1 Apr:1 Nov:0 Oct:0 Sep:0 Dec:0 Mar:0 Jan:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.97778%2046.43145&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.97778,46.43145
Mülkerblatten,Switzerland,66.25 km,Jul Aug Sep Mar Apr Jun Jan Feb Dec Oct May,131,0,0,12,40,Aug:1 Sep:1 Mar:1 Jul:1 Jun:0 Dec:0 Jan:0 Oct:0 Feb:0 Apr:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.41518%2046.4353&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.41518,46.4353
Les Pètis,Switzerland,149.4 km,May,128,0,3,13,51,May:2 Jun:1 Aug:1 Apr:0 Jul:0 Oct:0 Sep:0 Nov:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.86068%2046.19645&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.86068,46.19645
Madrisa,Switzerland,143.63 km,Feb Jan Mar Dec,127,0,1,10,69,Feb:1 Mar:1 Jan:1 Dec:0 Jun:0 Sep:0 Oct:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.87257%2046.91683&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.87257,46.91683
Verneys,Switzerland,41.87 km,May Apr Mar Jun Aug Oct Sep Feb Jul Dec Nov,123,0,0,0,19,May:1 Mar:1 Jun:1 Apr:1 Oct:1 Aug:1 Sep:0 Nov:0 Dec:0 Jul:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.04557%2046.24643&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.04557,46.24643
Dagro,Switzerland,70.37 km,Mar Apr May Jan Sep Oct Dec Aug Jul Jun Feb Nov,117,0,0,7,37,Oct:0 Aug:0 Apr:0 Dec:0 Sep:0 Jan:0 Mar:0 May:0 Jul:0 Jun:0 Feb:0 Nov:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.99698%2046.42573&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.99698,46.42573
Alp Grüm,Switzerland,131.82 km,Dec Jan Oct Mar Jun Apr Feb Aug Nov Jul May Sep,114,0,1,3,16,Dec:1 Oct:1 Apr:1 Mar:0 Jun:0 Jan:0 Aug:0 Jul:0 Feb:0 May:0 Nov:0 Sep:0,16,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.03362%2046.37637&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.03362,46.37637
Jeizinen,Switzerland,85.75 km,Oct May Mar Apr Sep Dec Jun Aug Nov Feb Jul Jan,114,0,0,7,18,May:1 Mar:1 Oct:1 Dec:1 Apr:0 Sep:0 Feb:0 Aug:0 Jul:0 Jan:0 Jun:0 Nov:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.72918%2046.32873&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.72918,46.32873
Oeschinen,Switzerland,60.33 km,Mar Feb,112,0,0,3,22,Feb:2 Mar:2 Oct:0 Dec:0 Jan:0 Jun:0 Sep:0 Nov:0 May:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.698%2046.5072&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.698,46.5072
Klein Matter...,Switzerland,237.81 km,Jun Aug Sep Jul Apr Mar May Nov Oct Dec,110,4,26,43,60,Jun:1 Aug:1 Sep:1 Jul:1 Apr:0 Mar:0 Nov:0 May:0 Oct:0 Dec:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.73078%2045.9352&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.73078,45.9352
Engelstock,Switzerland,71.36 km,Jun May Apr Aug Jul Sep Mar,109,0,0,6,40,May:1 Jun:1 Apr:1 Jul:1 Sep:0 Mar:0 Aug:0 Oct:0 Feb:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.64428%2047.05578&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.64428,47.05578
Bellwald,Switzerland,166.05 km,Aug Jul Oct Dec Jun May Sep Mar Apr,106,0,8,24,61,Aug:2 Jul:1 Oct:1 Dec:1 Jun:0 May:0 Sep:0 Feb:0 Apr:0 Mar:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.16988%2046.44115&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.16988,46.44115
Schwyberg,Switzerland,127.15 km,Jul Apr Jun May Mar Aug Sep,105,0,1,22,68,Jul:1 May:1 Apr:1 Jun:1 Mar:1 Aug:0 Nov:0 Sep:0 Dec:0 Jan:0 Feb:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.261583%2046.677367&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.261583,46.677367
Haglere,Switzerland,112.09 km,Oct Nov Sep Feb Aug Dec Apr May Mar Jul Jan,103,0,1,3,15,Oct:1 Nov:1 Feb:0 Sep:0 Dec:0 Apr:0 Aug:0 Mar:0 May:0 Jan:0 Jul:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.0433%2046.83598&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.0433,46.83598
Piz Martegnas,Switzerland,56.85 km,Mar Feb Jan,102,0,0,1,9,Mar:2 Feb:1 Dec:1 Jan:0 Jul:0 Apr:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.53018%2046.57672&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.53018,46.57672
Moosfluh,Switzerland,248.07 km,Aug Sep,100,11,56,77,91,Aug:1 Sep:0 Jul:0 Oct:0 Apr:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.05428%2046.39717&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.05428,46.39717
Gärtle,Switzerland,60.58 km,Apr Aug Oct May Nov Jul Jun Sep,99,0,0,2,31,Nov:1 Oct:1 Apr:1 Aug:1 Sep:0 Jun:0 May:0 Jul:0 Feb:0 Dec:0 Mar:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.9436%2046.82125&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.9436,46.82125
Tätsch,Switzerland,282.63 km,Aug Jul Jun Sep,98,5,34,59,78,Aug:2 Jul:1 Sep:1 Jun:1 May:0 Dec:0 Oct:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.48218%2046.60053&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.48218,46.60053
Gornergrat,Switzerland,219.34 km,May Jun Apr,98,3,20,31,43,May:3 Jun:2 Apr:1 Aug:0 Sep:0 Mar:0 Jul:0 Nov:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.77972%2045.98218&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.77972,45.98218
Kerenzerberg,Switzerland,72.61 km,Jul Apr Aug Oct Jun May Mar Sep Nov,98,0,0,1,17,Jul:1 Apr:1 Aug:1 Jun:0 Oct:0 Mar:0 May:0 Nov:0 Sep:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.08367%2047.10925&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.08367,47.10925
Säntis,Switzerland,98.12 km,Oct Sep,97,0,0,3,21,Sep:2 Oct:2 Aug:1 Nov:0 Jun:0 Jul:0 May:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.34533%2047.2462&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.34533,47.2462
Hohmad,Switzerland,48.6 km,Oct Sep Dec Aug Nov,96,0,0,0,38,Oct:2 Sep:1 Dec:1 Nov:0 Aug:0 Jan:0 Jul:0 Jun:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.3101%2046.78668&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.3101,46.78668
