site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
Monte Brancot,Italy,17.22 km,Oct Dec Jan Sep Nov Mar Jul Jun Feb,35,0,0,0,0,Oct:0 Dec:0 Jan:0 Nov:0 Mar:0 Sep:0 Jul:0 Jun:0 Feb:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.082317%2046.29585&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.082317,46.29585
Chamois,Italy,74.07 km,Aug,35,0,0,1,4,Aug:1 Dec:0 Sep:0 Jan:0 Jul:0 Oct:0 Feb:0 Nov:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.64592%2045.85122&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.64592,45.85122
Lajon,Italy,130.38 km,Apr May,34,0,2,4,22,Apr:0 May:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.58832%2046.60818&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.58832,46.60818
Monte Soglio,Italy,127.26 km,Oct Sep Jul Mar May Nov,34,0,1,2,7,Oct:0 Mar:0 Jul:0 Nov:0 May:0 Sep:0 Jun:0 Dec:0 Aug:0 Apr:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.52028%2045.37072&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.52028,45.37072
Monte Musinè,Italy,44.8 km,Sep Apr Jan May Nov Oct Jun Mar Feb Aug,33,0,0,0,2,Apr:0 Sep:0 Jan:0 Nov:0 Oct:0 Mar:0 May:0 Aug:0 Feb:0 Jun:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.465417%2045.108483&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.465417,45.108483
Corteno Golgi,Italy,33.04 km,Apr Feb Jul Jun Aug May Mar Oct Sep Nov,32,0,0,0,3,Apr:0 Jul:0 May:0 Mar:0 Feb:0 Jun:0 Aug:0 Nov:0 Oct:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.25485%2046.179&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.25485,46.179
Olino,Italy,22.67 km,Oct Nov Mar Jun Apr Feb Dec Jan Jul,31,0,0,0,2,Mar:0 Oct:0 Nov:0 Jun:0 Jan:0 Dec:0 Apr:0 Feb:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.43092%2046.00863&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.43092,46.00863
Sighignola,Italy,43.74 km,Aug Jun,31,0,0,0,10,Aug:1 Jun:0 May:0 Feb:0 Apr:0 Sep:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.99355%2045.96635&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.99355,45.96635
L'Aquila,Italy,21.19 km,Dec Aug Jul Feb May Nov,31,0,0,0,1,Dec:0 Nov:0 Feb:0 Jul:0 Mar:0 Oct:0 Aug:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.23997%2045.00428&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.23997,45.00428
Monte Padrio,Italy,87.48 km,Aug Jun Mar May Jul Dec Oct Sep Jan,31,0,0,4,8,Aug:0 Jun:0 May:0 Mar:0 Sep:0 Jan:0 Dec:0 Oct:0 Jul:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.232172%2046.18203&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.232172,46.18203
Col Visentin,Italy,163.99 km,Dec,31,0,2,5,9,Dec:0 Jan:0 May:0 Jul:0 Oct:0 Apr:0 Mar:0 Nov:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.280433%2046.04845&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.280433,46.04845
Meran 2000,Italy,48.35 km,Nov Oct Dec Mar Jan Jul Feb Sep,30,0,0,0,21,Oct:0 Nov:0 Dec:0 Mar:0 Jan:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.2678%2046.69152&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.2678,46.69152
Geige,Italy,117.14 km,Oct Sep,30,0,3,8,15,Oct:0 Sep:0 Dec:0 Jan:0 Aug:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.9987%2046.84115&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.9987,46.84115
Tomba,Italy,57.34 km,Mar,29,0,0,2,18,Mar:1 Apr:0 Nov:0 Jun:0 Sep:0 Feb:0 Jan:0 Jul:0 Dec:0 Oct:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.87673%2045.8778&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.87673,45.8778
Hollar,Italy,9.05 km,Feb Dec Nov Apr Jul,29,0,0,0,0,Sep:0 Jun:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.3811%2046.6433&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.3811,46.6433
Monte Duron,Italy,70.95 km,Jun Oct May Sep Jul Apr Feb Mar,28,0,0,1,5,Jun:0 Sep:0 May:0 Oct:0 Apr:0 Jul:0 Mar:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.98792%2046.44463&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.98792,46.44463
Rafreit,Italy,44.17 km,Apr,28,0,0,0,17,Apr:0 Oct:0 May:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.68027%2046.64825&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.68027,46.64825
Monte Amariana,Italy,18.33 km,Dec May Aug,27,0,0,0,0,Dec:0 Aug:0 Jul:0 May:0 Apr:0 Feb:0 Oct:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.08583%2046.39982&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.08583,46.39982
San Bartolomeo,Italy,8.01 km,Dec Oct May Sep Aug Jan Mar Nov,26,0,0,0,1,Dec:0 Nov:0 May:0 Jul:0 Oct:0 Jun:0 Sep:0 Feb:0 Jan:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.3913%2046.19065&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.3913,46.19065
Monte di Muris,Italy,62.73 km,Apr,25,0,0,2,4,Apr:0 Jul:0 Mar:0 Feb:0 Jun:0 Sep:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.996033%2046.193583&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.996033,46.193583
Sauris,Italy,28.49 km,Nov Feb Sep Mar,24,0,0,0,3,Feb:0 Mar:0 Nov:0 Dec:0 Sep:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.68842%2046.47722&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.68842,46.47722
Visolo,Italy,104.98 km,Aug,24,0,1,4,6,Aug:0 Oct:0 Jan:0 Sep:0 Mar:0 Feb:0 Jun:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.076083%2045.9497&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.076083,45.9497
Rifugio Fronza,Italy,47.33 km,Sep Oct,23,0,0,0,11,Oct:0 Sep:0 Aug:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.61437%2046.44268&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.61437,46.44268
Riposa,Italy,27.01 km,Dec Jun Mar,23,0,0,0,4,Jun:0 Dec:0 Mar:0 May:0 Oct:0 Aug:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.08192%2045.1778&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.08192,45.1778
Vetta D'Italia,Italy,252.98 km,Jun Aug Jul May Sep,22,6,15,17,21,Aug:0 Jun:0 May:0 Jul:0 Sep:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.15325%2047.07428&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.15325,47.07428
M.Sabotino,Italy,15.89 km,May Jun,22,0,0,0,0,Dec:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.635715%2045.986952&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.635715,45.986952
Matajur,Italy,22.74 km,Nov Dec Feb Jun Oct Apr Jan Sep Jul,22,0,0,1,2,Nov:0 Dec:0 Jun:0 Feb:0 Oct:0 Sep:0 Apr:0 Aug:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.52883%2046.21072&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.52883,46.21072
Paganella,Italy,65.47 km,Apr Mar Sep Jun Jul Dec Aug Feb Jan May,21,0,0,2,5,Apr:0 Mar:0 Dec:0 Jul:0 Jun:0 May:0 Feb:0 Jan:0 Aug:0 Sep:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.03852%2046.14488&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.03852,46.14488
Col Menadàr,Italy,48.44 km,Apr Jul Mar Sep May Jan Feb Oct Aug Nov,20,0,0,0,11,Apr:0 Mar:0 Jul:0 Nov:0 Jan:0 Oct:0 Sep:0 Aug:0 May:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.08783%2046.3036&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.08783,46.3036
Tre Cime,Italy,81.86 km,Sep Jun Aug,19,0,0,2,3,Jun:0 Sep:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.2894%2046.61708&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.2894,46.61708
Tesoro,Italy,55.69 km,May Sep Mar Apr Jul Feb Dec,19,0,0,2,8,Sep:0 Apr:0 Aug:0 May:0 Mar:0 Dec:0 Feb:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.494583%2045.79655&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.494583,45.79655
3 Zinnen,Italy,13.61 km,Oct,19,0,0,2,3,Jun:0 Sep:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.2889%2046.6156&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.2889,46.6156
Borno,Italy,27.07 km,Oct,18,0,0,0,1,Dec:0 Oct:0 Sep:0 Aug:0 Jun:0 May:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.16925%2045.95905&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.16925,45.95905
Zoncolan,Italy,24.78 km,Apr Jul Jun Mar Dec May Aug Sep Nov,18,0,0,1,5,Jul:0 Apr:0 Jun:0 Mar:0 Aug:0 May:0 Dec:0 Sep:0 Nov:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.91872%2046.4997&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.91872,46.4997
Cigolino,Italy,82.87 km,Apr Oct Sep,18,0,0,7,11,Sep:0 Oct:0 Apr:0 Jul:0 Mar:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.36022%2046.31553&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.36022,46.31553
Malsitter,Italy,99.03 km,May Apr Jun,18,0,0,7,13,May:0 Jun:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.6193%2046.7204&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.6193,46.7204
Toirano,Italy,14.36 km,Aug Mar Apr Sep Jun,18,0,0,0,1,Aug:0 Jun:0 Sep:0 Apr:0 May:0 Feb:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.18825%2044.13167&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.18825,44.13167
Capo Nero,Italy,7.19 km,Oct Dec Jul Aug Jan May Nov,18,0,0,0,0,Dec:0 Jul:0 Aug:0 May:0 Apr:0 Feb:0 Jan:0 Nov:0 Oct:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.72633%2043.8042&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.72633,43.8042
Takeoff,Italy,6.56 km,Jul Aug Sep,18,0,0,0,1,Aug:0 Jun:0 Sep:0 Apr:0 May:0 Feb:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.18775%2044.13197&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.18775,44.13197
toirano,Italy,4.56 km,Jun Feb,18,0,0,0,1,Aug:0 Jun:0 Sep:0 Apr:0 May:0 Feb:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.18843%2044.13195&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.18843,44.13195
Lonno,Italy,65.41 km,Aug Sep Mar May Jul Jun Apr,17,0,0,3,12,Sep:0 Mar:0 Aug:0 Jul:0 Jun:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.7355%2045.75985&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.7355,45.75985
Monte Vandalino,Italy,47.81 km,Jan Mar Dec Aug Oct May,17,0,0,0,2,Jan:0 Mar:0 Dec:0 May:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.16507%2044.83738&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.16507,44.83738
Rifugio Griera,Italy,63.68 km,Jul,16,0,0,1,8,Nov:0 Feb:0 Jul:0 Jun:0 Mar:0 Dec:0 Jan:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.39898%2046.07422&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.39898,46.07422
Sankt Martin...,Italy,85.0 km,Apr Nov May Sep Oct Feb Aug Jun,15,0,0,2,3,Apr:0 Sep:0 Oct:0 Feb:0 Nov:0 May:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.85355%2046.6386&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.85355,46.6386
Ortisè,Italy,151.24 km,Jun Apr Jul,14,0,3,9,14,Aug:0 May:0 Apr:0 Jul:0 Jun:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.77932%2046.34825&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.77932,46.34825
Monte Camino,Italy,38.57 km,Dec,14,0,0,0,1,Dec:0 Oct:0 Mar:0 Jul:0 Jan:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.9452%2045.64425&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.9452,45.64425
Monte Pisimoni,Italy,6.86 km,Nov Oct Dec May Jan Jun Sep,14,0,0,0,0,Nov:0 Oct:0 Sep:0 May:0 Jun:0 Jan:0 Dec:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.238867%2046.418017&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.238867,46.418017
Monte Planan...,Italy,6.03 km,Nov Jul May Sep Dec,14,0,0,0,0,Nov:0 Jul:0 Dec:0 Sep:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.28802%2046.42022&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.28802,46.42022
Torgnon,Italy,13.39 km,Aug Mar Apr May Feb,14,0,0,0,1,Aug:0 Mar:0 Jul:0 Jun:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.5705%2045.81013&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.5705,45.81013
monte alto,Italy,59.63 km,Jul Aug,14,0,0,4,11,Aug:0 Mar:0 Sep:0 Jul:0 May:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.5975%2043.92065&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.5975,43.92065
Montecampione,Italy,42.66 km,Mar,13,0,0,0,5,Mar:1 Dec:0 Jan:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.20455%2045.81765&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.20455,45.81765
Tella,Italy,128.93 km,Apr,13,0,2,2,11,Apr:0 Mar:0 Feb:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.46537%2046.6596&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.46537,46.6596
Jof di Dogna,Italy,8.01 km,Aug,13,0,0,0,0,Sep:0 Aug:0 Dec:0 Nov:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.33235%2046.47187&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.33235,46.47187
Königsanger,Italy,160.45 km,May Oct Jul Mar Jun Aug,13,0,3,5,9,Jul:0 May:0 Aug:0 Mar:0 Oct:0 Jun:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.571598%2046.706007&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.571598,46.706007
Pradentia,Italy,15.08 km,Nov Aug Mar Feb Apr Jan,12,0,0,0,0,Nov:0 Aug:0 Feb:0 Jan:0 Mar:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.16415%2046.2363&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.16415,46.2363
Viano,Italy,20.08 km,Dec Mar Oct Nov Feb,12,0,0,0,1,Mar:0 Dec:0 Oct:0 Nov:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.15617%2046.24827&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.15617,46.24827
Piz Chavalatsch,Italy,92.03 km,Aug Jul Jun Dec,12,0,0,1,2,Aug:0 Jul:0 Jun:0 Dec:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.49142%2046.6151&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.49142,46.6151
Hochjoch,Italy,56.77 km,Oct,12,0,0,1,9,Oct:0 Aug:0 Nov:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.052017%2046.607717&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.052017,46.607717
Monte Cuar,Italy,13.86 km,Nov,12,0,0,0,0,Nov:0 Dec:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.99678%2046.27372&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.99678,46.27372
Malga Val,Italy,45.34 km,Jul Aug,12,0,0,0,5,Jul:0 Aug:0 Sep:0 Jun:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.98648%2046.46978&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.98648,46.46978
Bregagno,Italy,165.75 km,Apr Nov Oct May Dec Jun,11,0,4,4,5,May:0 Nov:0 Oct:0 Apr:0 Aug:0 Dec:0 Jun:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.22143%2046.09733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.22143,46.09733
Testa Bernarda,Italy,38.04 km,Jun May Dec Nov Jan Aug,11,0,0,0,2,Dec:0 Nov:0 Aug:0 Jan:0 Jun:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.98096%2045.810538&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.98096,45.810538
Monte Berlin...,Italy,94.32 km,Dec Nov May Jun Sep Oct Jan,11,0,0,1,1,Nov:0 Oct:0 Dec:0 Sep:0 Jan:0 May:0 Jun:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.3885%2046.20923&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.3885,46.20923
Le Grange,Italy,142.95 km,Apr May,10,0,1,1,2,Jul:0 Jun:0 May:0 Aug:0 Apr:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.20773%2044.87518&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.20773,44.87518
Cima Palon,Italy,28.25 km,Dec Nov Sep Jul,10,0,0,2,3,Nov:0 Dec:0 Sep:0 Oct:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.1758%2045.789&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.1758,45.789
Barmasc,Italy,105.3 km,Apr Jun May Jul Oct,10,0,1,1,5,Apr:0 Jun:0 Oct:0 Jul:0 May:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.68162%2045.81&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.68162,45.81
Mortola,Italy,7.69 km,Feb Jun Nov Oct Apr Dec Mar,10,0,0,0,0,Feb:0 Nov:0 Dec:0 Oct:0 Apr:0 Mar:0 Jun:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.54345%2043.79773&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.54345,43.79773
Posa Puner,Italy,47.89 km,May Jul Dec Jan,10,0,0,1,3,May:0 Dec:0 Jul:0 Jan:0 Feb:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.055618%2045.953187&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.055618,45.953187
Monte Palanzone,Italy,15.94 km,Jan Apr Jul Jun Mar Aug May,10,0,0,0,0,Apr:0 Jun:0 Mar:0 Jul:0 May:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.2019%2045.86135&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.2019,45.86135
Trafoi,Italy,78.53 km,Jul Nov Oct Sep Jan,10,0,0,2,3,Jun:0 Sep:0 May:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.5061%2046.5693&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.5061,46.5693
Zuc di Cam,Italy,21.72 km,Dec Oct May Nov Jul,9,0,0,0,1,Dec:0 Oct:0 Jul:0 Nov:0 May:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.48555%2046.00082&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.48555,46.00082
Wechselebene,Italy,122.54 km,Nov Oct Apr May Jun Aug,9,0,1,1,5,Nov:0 Oct:0 Apr:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.93013%2046.85028&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.93013,46.85028
Spinges,Italy,75.09 km,Apr May,8,0,0,3,8,Jul:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.64322%2046.78945&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.64322,46.78945
Castellaro,Italy,12.52 km,Feb Jun,8,0,0,0,0,May:0 Aug:0 Jun:0 Feb:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.86775%2043.87018&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.86775,43.87018
Taggia,Italy,12.68 km,May,8,0,0,0,0,May:0 Aug:0 Jun:0 Feb:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.86753%2043.87035&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.86753,43.87035
Malga Pec,Italy,103.92 km,May Jul Mar Apr,7,0,1,1,2,Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.32232%2046.13008&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.32232,46.13008
Croix Courma,Italy,9.92 km,Oct Nov Dec Jan Jun,7,0,0,0,0,Nov:0 Oct:0 Jan:0 Dec:0 Jun:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.784083%2045.625567&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.784083,45.625567
Lago Litteran,Italy,45.29 km,Aug Jun May Sep,7,0,0,0,2,Aug:0 Sep:0 Jun:0 May:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.77245%2045.771767&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.77245,45.771767
Giuc,Italy,67.77 km,Jun Sep Mar Jul,7,0,0,3,5,Jun:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.198103%2044.839808&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.198103,44.839808
Montusel,Italy,7.53 km,Nov,7,0,0,0,0,Nov:0 Jun:0 Sep:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.28025%2046.44318&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.28025,46.44318
Rif. Gilberti,Italy,18.92 km,Jan Aug Mar Sep,7,0,0,0,0,Jan:0 Apr:0 Sep:0 Aug:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.45458%2046.37412&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.45458,46.37412
Kassefeld,Italy,85.84 km,Jul,7,0,1,6,7,Jun:0 Apr:0 Jul:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.0939%2046.8738&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.0939,46.8738
Postuncicco,Italy,97.5 km,Sep Mar Apr Jul Dec,6,0,0,1,3,Sep:0 Mar:0 Jul:0 Apr:0 Dec:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.244433%2046.284767&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.244433,46.284767
Monte Croce,Italy,4.9 km,Nov Dec,6,0,0,0,0,Dec:0 Nov:0 Jan:0 Oct:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.21483%2044.10642&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.21483,44.10642
Cima Coazze,Italy,16.31 km,Jan Dec Oct,5,0,0,0,0,Dec:0 Jan:0 Oct:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.16815%2045.04905&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.16815,45.04905
Clap Savon,Italy,14.11 km,Oct,5,0,0,0,0,Oct:0 Jan:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.63218%2046.43825&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.63218,46.43825
Bruneck,Italy,40.78 km,Oct Aug Apr Jul,5,0,0,0,1,Jun:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.0267%2046.8145&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.0267,46.8145
Monte Bondon...,Italy,106.07 km,Aug Jul Sep,3,0,1,3,3,Aug:0 Jul:0 Sep:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.12492%2046.02243&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.12492,46.02243
isolabona,Italy,79.79 km,Jul,3,0,0,1,2,Jul:0 Aug:0 Mar:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.59255%2043.90413&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.59255,43.90413
